Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
Rural,Large,South,Zone 5,5,0,3,3834,Company Owned,38,0,0,1,194,22.0,31,1,A+,5,10,42143
Rural,Mid,South,Zone 3,8,5,4,4395,Company Owned,69,0,0,1,216,22.0,14,0,C,1,19,17147
Rural,Large,North,Zone 5,7,0,4,3573,Company Owned,56,0,0,0,227,24.0,20,0,C,5,14,26103
Rural,Large,West,Zone 5,3,1,3,6722,Company Owned,60,0,0,0,80,31.0,14,0,C,3,14,17118
Rural,Large,North,Zone 6,2,0,2,4913,Company Owned,22,0,0,1,258,33.0,22,0,B+,2,29,26104
Rural,Small,South,Zone 6,7,0,3,5961,Rented,23,1,0,1,63,41.0,18,1,A,6,9,25064
Rural,Mid,North,Zone 2,5,0,2,4521,Rented,45,0,0,0,103,18.0,13,0,B,2,22,14126
Rural,Mid,South,Zone 4,5,3,2,3838,Company Owned,49,0,0,1,145,29.0,6,0,C,3,20,7144
Rural,Mid,North,Zone 4,6,0,2,5184,Rented,41,0,0,1,183,33.0,21,0,B,3,26,25091
Rural,Large,North,Zone 6,5,1,2,5034,Rented,57,0,0,0,172,17.0,19,1,A+,3,28,25079
Rural,Mid,North,Zone 3,5,4,5,4547,Rented,45,0,0,0,170,24.0,26,1,A,3,27,33063
Rural,Mid,North,Zone 3,5,0,2,5029,Company Owned,64,0,0,1,229,31.0,9,1,B,5,27,11116
Rural,Small,West,Zone 1,7,0,7,4206,Rented,46,0,0,0,240,20.0,35,1,C,6,30,50116
Rural,Mid,West,Zone 3,7,1,4,4338,Rented,36,0,0,1,62,28.0,19,0,B+,3,27,23107
Rural,Large,West,Zone 5,8,0,4,4765,Rented,59,0,0,0,183,34.0,26,1,A,6,14,36078
Rural,Large,South,Zone 5,0,1,4,5587,Company Owned,18,0,0,0,126,28.0,15,0,B+,4,14,17139
Rural,Small,North,Zone 6,3,0,2,5535,Company Owned,22,0,0,1,95,33.0,27,0,A,5,8,33127
Rural,Large,West,Zone 6,5,2,5,3389,Rented,44,0,0,1,141,31.0,26,0,C,4,6,34066
Rural,Mid,West,Zone 4,3,2,3,7496,Rented,35,0,0,1,244,27.0,13,1,A+,3,26,17120
Rural,Small,West,Zone 6,4,0,3,3989,Rented,64,0,0,1,202,31.0,24,0,B+,4,9,28105
Rural,Mid,West,Zone 4,0,0,3,6046,Rented,29,0,0,0,187,24.0,9,0,A,4,26,11101
Urban,Mid,West,Zone 3,7,3,5,5021,Rented,47,0,0,0,65,17.0,11,0,A,6,19,14151
Rural,Large,South,Zone 5,4,2,2,4847,Company Owned,43,0,0,1,106,24.0,18,1,B+,5,25,21123
Rural,Mid,South,Zone 2,5,2,2,5708,Rented,35,0,0,1,224,24.0,6,0,A,2,32,8075
Rural,Mid,South,Zone 3,0,1,3,4227,Rented,64,0,0,0,72,24.0,15,0,A,3,19,18149
Rural,Small,West,Zone 6,7,0,6,4596,Company Owned,56,0,0,0,197,20.0,19,1,A+,2,9,24080
Rural,Large,West,Zone 6,8,0,3,6831,Company Owned,62,0,0,1,160,40.0,18,0,C,6,6,23079
Rural,Small,West,Zone 1,8,0,5,5216,Rented,20,0,0,0,210,18.0,12,0,C,4,30,15069
Rural,Mid,West,Zone 4,1,0,5,3700,Company Owned,60,0,0,0,77,20.0,17,1,B,5,26,23102
Rural,Mid,North,Zone 2,1,0,3,4557,Rented,38,0,0,1,250,28.0,24,1,A+,5,22,30072
Rural,Small,West,Zone 1,7,0,4,6219,Company Owned,45,0,0,1,109,27.0,15,0,A,6,30,19061
Rural,Small,West,Zone 6,7,0,2,4258,Company Owned,63,0,0,1,89,23.0,6,0,B+,4,9,7136
Urban,Large,North,Zone 6,5,1,3,3631,Rented,41,0,0,0,115,18.0,23,1,A,5,23,31115
Rural,Large,West,Zone 6,7,0,3,7784,Rented,20,0,0,1,104,34.0,23,0,B,3,23,28104
Rural,Large,North,Zone 6,2,1,4,5231,Company Owned,52,1,0,1,244,27.0,6,0,C,1,6,8056
Urban,Large,South,Zone 5,8,0,3,4439,Rented,54,0,0,1,72,36.0,4,1,C,3,14,6075
Rural,Mid,South,Zone 2,5,2,2,5395,Company Owned,44,0,0,1,205,31.0,8,0,B,4,32,9120
Rural,Large,North,Zone 6,1,1,4,4367,Rented,53,0,0,0,60,22.0,13,0,A+,6,23,17089
Rural,Mid,South,Zone 2,2,0,2,3952,Rented,52,0,0,1,168,38.0,20,0,A+,2,32,25083
Rural,Mid,North,Zone 4,4,1,4,3932,Company Owned,40,0,0,1,217,32.0,13,1,A+,6,26,18093
Rural,Large,North,Zone 6,2,0,4,4277,Company Owned,21,0,0,1,209,27.0,28,0,A,3,23,37129
Rural,Large,North,Zone 5,1,3,3,4842,Company Owned,42,0,0,1,217,25.0,14,0,A+,4,24,18080
Rural,Mid,South,Zone 2,1,0,2,5486,Company Owned,45,0,1,1,174,40.0,7,0,A+,2,32,9061
Rural,Large,South,Zone 6,6,3,2,4913,Company Owned,46,0,0,1,114,28.0,11,0,B+,5,29,13080
Rural,Large,West,Zone 6,1,1,4,5726,Rented,52,0,0,1,269,32.0,18,0,B+,4,23,22055
Rural,Large,South,Zone 5,8,0,2,5311,Company Owned,16,1,0,1,231,28.0,25,0,B,4,25,29074
Rural,Large,North,Zone 5,7,3,2,5022,Company Owned,49,0,0,1,61,39.0,22,1,C,4,14,28121
Rural,Large,North,Zone 6,2,0,3,4778,Rented,58,0,0,1,198,37.0,28,0,B,6,6,35079
Rural,Large,North,Zone 5,5,0,4,4393,Rented,29,0,0,0,157,23.0,34,1,C,4,14,48069
Rural,Mid,North,Zone 2,7,0,3,3981,Rented,32,0,0,1,88,33.0,27,0,A,2,12,35100
Rural,Large,North,Zone 5,0,1,3,4818,Company Owned,19,0,0,1,79,21.0,31,0,B+,3,17,37100
Urban,Mid,West,Zone 2,2,0,4,4245,Rented,32,0,0,1,242,48.0,11,1,B+,3,12,13080
Rural,Large,West,Zone 5,1,1,2,3612,Company Owned,15,0,0,0,75,49.0,24,0,A,2,14,32077
Rural,Mid,West,Zone 4,7,0,4,5034,Company Owned,26,0,0,1,271,20.0,6,0,B,6,26,7087
Rural,Large,North,Zone 5,1,0,2,6532,Company Owned,22,0,0,1,128,26.0,9,0,B,3,24,12120
Rural,Large,West,Zone 5,2,0,4,5160,Company Owned,32,0,0,1,117,31.0,10,0,B,1,14,11120
Rural,Small,West,Zone 6,2,2,2,5095,Company Owned,19,0,0,0,221,28.0,11,0,A+,6,15,14097
Rural,Small,West,Zone 1,5,0,3,5494,Company Owned,35,0,0,1,75,49.0,18,1,A+,2,21,23099
Rural,Mid,West,Zone 3,7,0,4,6633,Company Owned,60,0,0,1,242,28.0,13,0,A,1,19,17081
Rural,Large,West,Zone 6,8,0,4,3760,Company Owned,57,0,0,1,255,28.0,22,1,B+,2,6,26067
Rural,Large,South,Zone 5,0,1,2,3830,Rented,41,0,0,0,222,18.0,25,0,C,2,10,32131
Rural,Large,West,Zone 6,7,0,4,4818,Company Owned,31,0,0,1,232,34.0,11,0,A,6,23,13102
Urban,Small,North,Zone 6,1,0,3,3363,Rented,48,0,0,1,84,33.0,17,0,B+,5,9,21119
Rural,Large,North,Zone 6,4,0,5,5069,Rented,48,0,0,1,186,33.0,27,1,C,6,29,38113
Rural,Mid,South,Zone 2,8,4,3,4159,Rented,28,0,0,0,159,34.0,25,0,B,4,32,29089
Urban,Large,West,Zone 6,3,3,5,4605,Rented,35,0,0,1,67,28.0,22,1,A+,4,6,29087
Rural,Small,North,Zone 6,8,0,3,4298,Rented,36,0,0,1,172,24.0,9,0,C,2,13,12099
Rural,Mid,West,Zone 4,1,0,4,4533,Company Owned,29,0,0,0,127,21.0,25,0,A+,6,11,31123
Rural,Mid,West,Zone 4,5,2,2,6731,Rented,70,0,0,1,142,25.0,5,0,C,1,11,7102
Rural,Large,North,Zone 6,6,0,3,3072,Company Owned,27,0,0,1,95,37.0,26,0,C,4,28,32071
Rural,Small,West,Zone 6,0,0,4,4375,Rented,37,0,0,0,155,18.0,9,0,A,5,8,13137
Rural,Large,North,Zone 6,4,0,5,4175,Rented,47,0,0,0,95,24.0,24,1,A+,6,23,31062
Rural,Mid,North,Zone 2,8,0,2,4284,Company Owned,26,0,0,1,254,33.0,5,0,B+,2,22,6117
Rural,Large,West,Zone 5,2,0,2,4369,Company Owned,15,0,0,1,109,32.0,22,0,A+,6,14,29065
Rural,Large,North,Zone 6,4,2,6,6140,Company Owned,27,0,0,1,205,33.0,13,0,B,2,23,16127
Rural,Large,North,Zone 6,5,0,4,3707,Company Owned,42,0,0,0,249,30.0,19,1,A+,6,29,27134
Rural,Small,South,Zone 1,6,0,2,5860,Company Owned,35,0,0,1,153,48.0,24,0,A,2,3,31080
Rural,Small,West,Zone 6,0,0,4,5301,Company Owned,65,0,0,1,258,23.0,10,0,C,5,15,13101
Rural,Mid,West,Zone 4,2,0,4,4775,Company Owned,51,0,0,0,136,20.0,20,0,B+,5,11,23126
Rural,Small,West,Zone 6,5,0,3,4974,Rented,54,0,0,0,55,28.0,16,0,B,6,8,19145
Rural,Small,South,Zone 1,1,0,4,5264,Rented,32,0,0,0,110,29.0,25,0,A,3,21,32087
Rural,Large,North,Zone 5,1,0,2,6667,Rented,53,0,0,0,102,19.0,21,0,B+,3,24,25094
Rural,Mid,West,Zone 4,2,3,4,3623,Rented,22,0,0,0,233,24.0,9,0,C,4,11,11130
Urban,Mid,West,Zone 3,7,1,2,5412,Company Owned,56,0,0,1,256,41.0,6,0,C,3,19,8060
Rural,Large,North,Zone 6,3,0,2,6208,Rented,64,0,0,0,58,22.0,24,0,B,2,23,30120
Rural,Mid,South,Zone 4,8,4,2,4123,Rented,47,0,0,0,224,24.0,16,1,A+,3,20,22061
Rural,Mid,North,Zone 2,2,2,2,5291,Rented,62,0,0,1,234,27.0,13,1,A+,4,12,17121
Rural,Large,North,Zone 6,4,1,2,4619,Company Owned,27,1,0,1,213,26.0,22,0,B,2,6,27120
Rural,Large,North,Zone 6,4,1,3,4123,Company Owned,29,0,0,0,144,33.0,6,0,C,1,6,8139
Rural,Large,West,Zone 6,6,0,4,4308,Company Owned,55,0,0,1,61,38.0,6,0,B,5,6,7063
Rural,Large,North,Zone 5,6,0,4,5448,Rented,21,0,0,1,173,38.0,10,1,A+,6,24,14142
Rural,Mid,West,Zone 4,6,0,4,4789,Company Owned,44,0,0,0,229,25.0,17,0,A,3,26,23110
Rural,Mid,North,Zone 3,1,2,2,5275,Rented,28,0,0,0,241,18.0,11,0,A+,3,27,14100
Rural,Large,South,Zone 5,4,0,2,6916,Rented,28,0,0,1,221,21.0,18,0,A,5,10,24092
Rural,Mid,West,Zone 2,0,1,2,5872,Rented,59,0,0,1,90,30.0,23,0,C,3,12,29115
Rural,Small,West,Zone 6,4,0,4,4409,Company Owned,23,0,0,1,228,32.0,17,1,C,3,9,23071
Rural,Mid,West,Zone 4,3,0,4,4388,Company Owned,17,1,0,1,126,38.0,17,0,B,2,26,21128
Rural,Small,South,Zone 1,4,3,2,5246,Company Owned,38,0,0,1,153,37.0,18,0,B,2,21,21123
Rural,Large,West,Zone 5,4,2,4,8592,Company Owned,22,0,1,1,111,36.0,5,1,C,3,14,6068
Rural,Mid,West,Zone 4,3,0,2,4939,Company Owned,26,0,0,1,254,44.0,31,0,A,5,26,42107
Rural,Large,West,Zone 5,6,0,4,5438,Rented,19,0,0,1,136,31.0,23,1,A,4,25,32117
Rural,Small,South,Zone 6,0,0,2,4966,Company Owned,59,1,1,1,99,26.0,30,0,A+,3,2,39123
Rural,Large,West,Zone 6,4,0,3,4803,Rented,23,1,0,1,242,36.0,9,1,A+,5,6,13058
Rural,Mid,South,Zone 3,8,0,3,4411,Company Owned,35,0,0,0,215,21.0,24,0,C,6,27,31061
Rural,Large,North,Zone 6,6,4,3,4599,Rented,38,1,1,1,175,40.0,26,0,A,6,23,32065
Rural,Large,North,Zone 6,8,0,3,4391,Rented,58,0,0,0,270,19.0,31,1,B,2,23,37151
Rural,Large,North,Zone 6,4,0,4,3528,Company Owned,53,0,0,1,207,36.0,34,0,C,6,23,46092
Rural,Large,North,Zone 6,7,4,4,3159,Company Owned,58,0,0,0,144,38.0,24,1,B+,4,29,29123
Rural,Mid,South,Zone 4,3,2,3,5027,Company Owned,52,0,0,0,232,28.0,16,1,C,5,26,21107
Rural,Mid,West,Zone 4,7,0,6,6799,Rented,64,0,0,1,257,38.0,21,1,C,5,26,28126
Rural,Mid,West,Zone 3,4,4,3,4606,Company Owned,28,0,0,1,188,31.0,10,1,A+,2,19,13069
Rural,Small,North,Zone 6,6,0,3,5163,Company Owned,26,0,0,0,116,19.0,25,0,A,6,8,32108
Rural,Large,South,Zone 5,7,3,3,5242,Rented,26,0,0,1,262,24.0,11,0,B+,2,14,13117
Rural,Mid,South,Zone 4,3,0,4,4066,Rented,39,0,0,1,123,18.0,16,0,A,6,26,22086
Urban,Mid,North,Zone 2,5,3,3,4213,Company Owned,62,0,0,0,69,23.0,14,0,C,6,18,17128
Rural,Small,North,Zone 6,0,0,2,6044,Rented,39,0,0,0,93,31.0,20,0,B+,3,8,25083
Rural,Mid,South,Zone 2,0,0,3,6110,Company Owned,60,0,0,1,104,33.0,30,0,B+,5,32,38123
Rural,Mid,South,Zone 4,8,0,2,5466,Company Owned,52,0,0,1,187,50.0,25,0,C,2,26,32077
Rural,Mid,West,Zone 2,0,0,1,4712,Rented,61,0,0,1,205,32.0,22,0,B+,5,18,27117
Rural,Mid,North,Zone 4,7,0,3,5709,Rented,22,0,0,0,269,21.0,24,0,B,2,26,28062
Rural,Mid,West,Zone 3,8,2,5,4195,Company Owned,66,0,1,1,146,30.0,24,1,A+,6,19,31099
Rural,Mid,North,Zone 2,5,0,2,3916,Company Owned,19,0,0,0,189,31.0,25,0,C,6,12,33079
Rural,Large,North,Zone 6,3,1,3,7155,Rented,28,0,0,0,251,20.0,20,1,C,5,28,27131
Urban,Small,North,Zone 6,8,3,3,7176,Rented,39,0,0,1,198,51.0,25,1,A+,5,8,32126
Rural,Small,North,Zone 6,5,0,2,5872,Company Owned,42,0,0,1,109,26.0,25,1,A+,6,8,32093
Rural,Large,North,Zone 6,6,1,3,5621,Company Owned,52,0,0,1,112,39.0,9,1,A+,2,29,12129
Rural,Mid,North,Zone 2,7,3,3,6271,Rented,54,0,0,1,199,27.0,21,0,A,2,12,27073
Rural,Mid,West,Zone 3,6,0,5,5274,Company Owned,44,0,0,1,57,33.0,20,0,B+,5,19,23132
Rural,Mid,South,Zone 3,1,0,3,5401,Company Owned,47,0,0,1,57,35.0,21,0,B,6,19,25102
Rural,Large,North,Zone 6,5,3,4,5497,Rented,69,0,0,1,176,32.0,13,0,C,3,29,17119
Rural,Large,South,Zone 5,5,0,2,5010,Company Owned,44,0,0,0,57,33.0,23,1,C,6,25,30087
Rural,Large,South,Zone 5,2,0,4,4779,Rented,35,0,0,0,68,23.0,19,1,C,3,10,27117
Rural,Large,North,Zone 6,2,2,2,6742,Company Owned,25,0,0,1,56,41.0,33,1,B,3,23,40142
Rural,Mid,South,Zone 3,8,0,2,4562,Company Owned,55,0,0,0,244,28.0,23,0,B+,4,27,28134
Urban,Large,West,Zone 5,0,1,3,5383,Company Owned,41,1,0,1,109,42.0,38,0,A+,5,24,50055
Rural,Mid,West,Zone 4,1,1,4,4663,Rented,50,0,0,0,132,30.0,25,0,A,2,26,32148
Rural,Mid,West,Zone 2,8,2,4,4499,Rented,64,0,0,0,127,24.0,6,0,B+,2,1,7079
Rural,Large,West,Zone 5,3,0,7,3619,Rented,55,0,0,1,200,47.0,38,1,A+,5,25,53081
Rural,Large,North,Zone 6,3,3,2,6152,Rented,60,0,0,0,99,19.0,25,0,A,5,23,31134
Rural,Small,South,Zone 1,3,0,3,3506,Rented,62,0,0,1,87,23.0,15,1,B,4,31,17141
Rural,Large,North,Zone 6,6,0,3,4263,Rented,67,0,0,1,56,24.0,9,0,C,1,28,12081
Urban,Large,West,Zone 6,7,4,5,5665,Rented,47,0,0,1,255,24.0,13,0,C,3,23,16146
Rural,Mid,West,Zone 3,5,0,6,5256,Company Owned,42,0,0,0,166,21.0,32,0,B+,3,19,40113
Rural,Large,South,Zone 5,8,0,2,4687,Rented,17,0,0,0,80,20.0,30,0,C,5,25,40113
Rural,Mid,North,Zone 2,0,0,3,4910,Rented,37,0,0,1,140,26.0,30,0,B,5,12,36137
Rural,Small,North,Zone 1,2,1,2,5150,Rented,17,0,0,1,106,27.0,14,0,B,3,16,16150
Rural,Large,North,Zone 6,1,0,4,3834,Company Owned,63,0,0,1,173,26.0,30,1,A+,2,23,40127
Urban,Mid,North,Zone 3,8,1,2,4881,Company Owned,52,0,0,1,99,27.0,29,0,B,3,27,35105
Rural,Mid,West,Zone 3,3,1,4,3914,Company Owned,67,0,0,1,247,35.0,7,1,C,2,19,9142
Rural,Large,North,Zone 5,8,0,4,4750,Company Owned,53,0,0,0,113,23.0,26,0,B+,3,17,30136
Rural,Large,West,Zone 5,7,0,3,5291,Company Owned,32,0,0,1,207,46.0,24,1,A+,3,5,30138
Rural,Mid,East,Zone 4,0,2,7,4127,Company Owned,69,0,0,1,266,39.0,4,0,C,1,26,5137
Rural,Mid,West,Zone 3,0,0,4,5115,Company Owned,45,1,0,1,58,24.0,23,0,A+,3,19,32068
Rural,Large,North,Zone 6,0,0,3,4523,Rented,61,0,0,0,139,28.0,20,0,A,4,23,25095
Urban,Large,North,Zone 6,3,4,2,4204,Company Owned,36,0,0,0,191,21.0,25,0,B,4,28,29075
Urban,Mid,South,Zone 3,2,2,3,3483,Company Owned,46,0,0,1,209,22.0,10,1,A+,6,27,14077
Rural,Mid,South,Zone 2,1,0,2,6093,Company Owned,59,0,0,1,262,43.0,29,1,B+,3,32,38120
Rural,Large,West,Zone 5,5,4,4,3869,Company Owned,35,0,0,0,249,20.0,14,0,A,1,10,18125
Rural,Mid,West,Zone 4,6,0,4,5944,Company Owned,63,1,0,1,230,27.0,27,0,A,2,11,34129
Rural,Mid,West,Zone 4,8,0,4,6226,Rented,46,0,0,1,127,32.0,25,1,B+,4,26,32115
Urban,Small,West,Zone 1,3,0,4,6759,Company Owned,64,0,0,0,79,25.0,18,0,A,6,30,26140
Rural,Mid,South,Zone 2,7,0,2,6079,Company Owned,34,0,0,1,212,24.0,19,0,B,3,22,24145
Rural,Large,North,Zone 6,4,0,3,4234,Company Owned,19,0,0,1,224,38.0,5,1,C,3,29,7134
Rural,Large,North,Zone 6,3,0,2,4975,Company Owned,49,0,0,0,204,26.0,18,1,B+,4,28,22088
Rural,Mid,West,Zone 4,8,1,4,5705,Rented,20,0,0,0,188,19.0,13,0,B,4,26,15061
Rural,Small,North,Zone 1,6,3,1,6033,Rented,61,0,0,0,114,18.0,12,0,C,2,3,15123
Rural,Mid,South,Zone 4,3,1,1,6043,Company Owned,47,0,0,1,190,24.0,37,1,A+,4,26,49128
Rural,Large,West,Zone 6,5,0,4,7187,Company Owned,48,0,0,1,252,36.0,19,0,B+,6,23,22105
Rural,Mid,West,Zone 4,5,0,3,4652,Rented,22,0,0,1,199,30.0,29,1,C,4,26,41103
Rural,Mid,North,Zone 3,1,4,4,5703,Company Owned,18,0,0,0,66,25.0,20,0,C,5,19,25134
Rural,Small,North,Zone 1,7,0,3,6023,Company Owned,17,0,0,1,265,41.0,7,0,C,3,3,9072
Rural,Mid,West,Zone 2,6,0,2,5426,Company Owned,33,1,0,1,169,41.0,12,0,A,6,12,16079
Urban,Mid,West,Zone 2,0,2,1,5849,Rented,19,0,1,1,203,33.0,11,0,C,6,1,14082
Rural,Mid,West,Zone 4,1,0,2,4466,Company Owned,70,0,0,1,119,21.0,7,0,C,2,11,9124
Rural,Mid,West,Zone 2,3,4,3,4196,Company Owned,38,0,0,1,233,43.0,7,0,A,6,12,10064
Rural,Large,North,Zone 6,1,0,3,5306,Rented,38,0,0,0,223,32.0,29,0,B,6,29,34113
Rural,Large,West,Zone 6,3,0,2,4784,Company Owned,22,0,0,1,146,25.0,10,0,C,5,23,13079
Rural,Large,North,Zone 6,2,0,3,5665,Company Owned,20,1,0,1,180,39.0,24,1,A+,6,29,31107
Rural,Large,North,Zone 5,8,1,3,4436,Company Owned,57,0,0,1,166,27.0,28,0,C,4,24,37076
Urban,Small,West,Zone 6,4,1,3,4333,Rented,65,0,0,0,212,21.0,28,0,B+,2,15,34094
Urban,Mid,East,Zone 4,5,0,5,7570,Rented,29,0,0,0,181,55.0,28,1,A+,5,26,37121
Rural,Mid,West,Zone 3,2,2,3,5014,Rented,62,0,0,1,113,35.0,22,0,B,6,19,25126
Rural,Large,South,Zone 6,1,0,2,3918,Company Owned,61,0,0,0,239,22.0,30,0,B,3,29,37127
Rural,Mid,South,Zone 2,1,1,3,5555,Rented,53,1,0,1,107,25.0,29,0,B,4,32,35059
Rural,Mid,North,Zone 4,6,0,4,4521,Company Owned,55,0,1,1,215,32.0,25,0,C,3,26,31100
Rural,Large,West,Zone 6,4,0,4,3838,Company Owned,52,0,0,1,266,29.0,27,0,A,4,6,36143
Rural,Small,South,Zone 6,8,0,3,5833,Company Owned,63,0,0,0,240,16.0,6,1,A,3,15,8098
Urban,Mid,West,Zone 4,6,0,5,5094,Rented,15,0,0,0,132,17.0,11,1,C,4,26,14095
Rural,Small,North,Zone 6,0,0,3,4837,Rented,60,0,0,0,224,16.0,5,0,C,3,15,7127
Rural,Large,North,Zone 6,7,2,4,4016,Company Owned,65,1,0,1,216,39.0,26,0,C,2,23,32141
Rural,Large,North,Zone 6,5,0,3,7628,Company Owned,24,0,1,1,65,32.0,27,1,A+,5,6,39132
Rural,Large,North,Zone 6,3,3,4,4600,Rented,53,0,0,0,254,23.0,25,1,B,2,28,29109
Rural,Mid,South,Zone 3,4,1,3,4232,Rented,67,0,0,0,149,28.0,34,0,C,5,19,45103
Rural,Large,West,Zone 6,7,0,4,2531,Company Owned,21,1,0,1,144,28.0,33,0,B,6,23,41062
Rural,Small,West,Zone 1,5,0,4,4347,Rented,68,0,0,0,229,14.0,9,0,C,2,30,12102
Rural,Mid,South,Zone 4,1,2,2,3948,Company Owned,70,0,0,0,130,22.0,22,0,C,4,26,28130
Rural,Mid,South,Zone 4,3,3,1,4861,Rented,37,0,0,0,255,23.0,14,0,C,2,26,18114
Rural,Mid,North,Zone 3,1,0,3,4506,Company Owned,36,0,0,0,176,23.0,13,0,A+,4,27,19128
Rural,Large,North,Zone 5,0,2,1,4549,Rented,33,0,0,0,232,19.0,7,0,A+,3,25,10109
Rural,Large,North,Zone 6,1,0,3,6292,Company Owned,27,0,0,1,257,28.0,38,0,B+,5,23,47087
Rural,Large,West,Zone 6,8,0,4,4227,Company Owned,46,0,0,1,67,24.0,4,1,B+,2,6,5126
Rural,Mid,South,Zone 4,5,0,3,4793,Rented,56,0,0,0,139,22.0,6,0,C,1,20,7089
Urban,Mid,South,Zone 3,7,3,2,4739,Rented,33,0,0,0,112,20.0,5,0,C,2,19,7082
Rural,Large,North,Zone 6,7,0,4,6365,Company Owned,25,0,0,1,138,23.0,5,1,B+,3,28,7102
Rural,Large,West,Zone 6,8,3,3,4010,Rented,18,0,0,0,163,18.0,25,0,B,6,6,29137
Rural,Mid,West,Zone 4,3,0,3,5037,Company Owned,20,0,0,0,179,22.0,12,1,A+,5,11,16055
Rural,Large,North,Zone 6,1,2,2,6402,Rented,66,0,0,1,139,42.0,9,0,A,5,28,12119
Rural,Small,South,Zone 1,4,0,2,5099,Company Owned,60,0,0,1,113,56.0,21,0,B,1,21,26098
Rural,Large,North,Zone 6,0,1,2,1980,Rented,54,0,0,1,123,36.0,16,0,B+,4,23,19078
Rural,Large,North,Zone 5,4,0,2,4600,Rented,26,0,0,0,264,20.0,37,1,A+,5,10,52089
Urban,Large,North,Zone 5,8,3,5,4762,Company Owned,26,0,0,1,188,27.0,7,0,B+,1,14,8063
Rural,Mid,South,Zone 3,1,4,3,3401,Company Owned,22,0,0,0,97,53.0,6,1,B+,5,19,7129
Rural,Mid,North,Zone 4,8,0,3,4516,Rented,23,0,0,1,61,30.0,25,1,A+,3,26,33134
Rural,Mid,West,Zone 2,8,1,3,5396,Rented,18,0,0,0,126,20.0,23,0,B+,3,1,27074
Rural,Mid,North,Zone 2,0,0,2,4800,Company Owned,69,0,0,1,85,43.0,23,0,A+,3,12,31150
Rural,Mid,North,Zone 4,4,1,4,5701,Rented,31,0,0,1,161,41.0,17,0,C,4,26,23136
Rural,Large,North,Zone 6,6,2,3,4601,Company Owned,67,0,0,0,152,19.0,25,1,A+,3,28,32148
Rural,Large,West,Zone 5,8,0,2,4826,Rented,24,1,0,1,145,28.0,15,0,B+,4,10,17139
Rural,Large,North,Zone 6,8,0,2,5084,Company Owned,53,0,0,1,187,32.0,39,0,B+,3,28,49072
Rural,Small,West,Zone 1,1,1,4,6014,Company Owned,66,0,0,1,189,36.0,16,0,B+,4,30,19074
Rural,Mid,West,Zone 4,7,0,4,5806,Rented,27,0,0,1,210,40.0,25,0,C,3,11,31089
Rural,Mid,South,Zone 4,6,0,2,4342,Company Owned,54,1,0,0,140,20.0,5,0,B,3,11,6057
Rural,Mid,East,Zone 3,3,0,7,4819,Rented,69,0,0,1,257,27.0,11,1,B,4,27,14140
Rural,Large,West,Zone 6,2,0,3,4754,Company Owned,17,0,0,0,173,28.0,19,0,B,2,23,24133
Rural,Small,South,Zone 6,0,0,3,4007,Rented,16,0,0,1,145,33.0,30,0,B+,5,2,37118
Rural,Small,North,Zone 6,3,0,2,6353,Company Owned,61,0,0,1,147,30.0,30,0,B,4,8,37056
Rural,Large,South,Zone 5,1,0,2,6309,Rented,41,0,0,0,161,20.0,18,0,C,4,25,23144
Rural,Large,North,Zone 6,8,0,3,5523,Rented,17,0,1,1,145,28.0,20,1,A+,5,6,26144
Urban,Large,North,Zone 6,4,1,5,3828,Company Owned,70,0,0,1,116,38.0,23,1,A,6,23,31128
Rural,Mid,West,Zone 4,8,1,6,3193,Company Owned,31,0,0,0,145,19.0,9,0,B,6,11,11061
Rural,Mid,North,Zone 4,8,0,2,4859,Company Owned,23,0,0,1,125,29.0,5,1,C,2,26,6105
Rural,Mid,West,Zone 3,2,1,2,4489,Company Owned,24,0,0,1,84,28.0,5,0,B,2,19,6062
Rural,Large,West,Zone 5,3,2,3,4317,Company Owned,38,0,0,1,86,38.0,22,1,A+,2,10,29133
Rural,Large,North,Zone 5,5,0,2,3862,Rented,44,0,0,0,259,30.0,5,0,C,3,10,6060
Rural,Mid,South,Zone 3,0,3,3,4248,Company Owned,63,0,0,0,66,20.0,12,0,A+,6,19,15057
Urban,Mid,North,Zone 3,1,5,4,6197,Rented,68,1,0,1,214,44.0,14,0,C,5,27,18119
Rural,Large,North,Zone 6,4,2,5,5070,Rented,17,1,0,1,206,28.0,4,0,B,3,6,5130
Rural,Large,West,Zone 5,4,0,6,4751,Company Owned,42,0,0,1,91,24.0,18,0,A,6,14,26056
Urban,Large,North,Zone 5,0,0,4,5021,Rented,43,0,0,1,266,30.0,15,0,B+,6,24,17136
Rural,Mid,West,Zone 4,8,0,4,4687,Company Owned,60,0,0,1,253,22.0,27,0,B,3,26,32095
Rural,Mid,North,Zone 2,4,0,2,6081,Company Owned,70,0,0,0,251,23.0,21,0,B,1,1,26106
Rural,Small,West,Zone 6,8,0,4,4624,Company Owned,20,0,0,1,118,33.0,26,1,B+,2,9,31059
Rural,Small,West,Zone 6,2,0,3,4552,Company Owned,34,1,0,1,133,29.0,37,0,A,2,15,50139
